msg_id,datetime,channel,text
451,2025-09-28T11:31:03Z,durov,"🇲🇩 About a year ago, while I was stuck in Paris, the French intelligence services reached out to me through an intermediary, asking me to help the Moldovan government censor certain Telegram channels ahead of the presidential elections in Moldova. 

After reviewing the channels flagged by French (and Moldovan) authorities, we identified a few that clearly violated our rules and removed them. The intermediary then informed me that, in exchange for this cooperation, French intelligence would “say good things” about me to the judge who had ordered my arrest in August last year.

This was unacceptable on several levels. If the agency did in fact approach the judge — it constituted an attempt to interfere in the judicial process. If it did not, and merely claimed to have done so, then it was exploiting my legal situation in France to influence political developments in Eastern Europe — a pattern we have also [observed in Romania](https://t.me/durov/418) 🇷🇴

Shortly thereafter, the Telegram team received a second list of so-called “problematic” Moldovan channels. Unlike the first, nearly all of these channels were legitimate and fully compliant with our rules. Their only commonality was that they voiced political positions disliked by the French and Moldovan governments. 

We refused to act on this request. 

Telegram is committed to freedom of speech and will not remove content for political reasons. I will continue to expose every attempt to pressure Telegram into censoring our platform. Stay tuned. 🤝"
450,2025-09-18T10:16:45Z,durov,Growth in the last 30 days 😺
449,2025-09-12T15:55:47Z,durov,"@charliekirk’s death is an assault on free speech. He fought for open debate, and enemies of truth hated him for it. 

Free expression is under attack worldwide. Once free speech is lost, every other freedom soon follows. We must continue Charlie’s mission to defend it ✉️"
448,2025-08-27T16:46:28Z,durov,"🏎 NFTs are back — reimagined. **18 Telegram gifts** bought for just **$57** a few months ago were traded for a **$350,000 car**. 🚗"
447,2025-08-24T17:50:37Z,durov,"➕ One year ago, the French police detained me for 4 days because some people I’d never heard of used Telegram to coordinate crimes. Arresting a CEO of a major platform over the actions of its users was not only unprecedented — it was legally and logically absurd.

A year later, the ‘criminal investigation’ against me is still struggling to find anything that I or Telegram did wrong. Our moderation practices align with industry standards, and Telegram has always responded to every legally binding request from France.

Ironically, I was arrested due to the French police’s own mistake: before August 2024, they ignored French and EU laws and hadn’t sent any of their queries to Telegram via the required legal process. They could have learned the correct procedure simply by googling it or asking.

One year after this strange arrest, I still have to return to France every 14 days, with no appeal date in sight. Sadly, the only outcome of my arrest so far has been massive damage to France’s image as a free country. 🛠

✊ We’ll keep fighting — and we will win 😎"
446,2025-08-14T22:16:32Z,durov,"🕶🕶🕶🕶 Telegram’s birthday/summer gifts sold out in under **3 minutes**, grossing over **$11M**. 
To make this round fairer, we limited purchases of **Durov’s Sunglasses** 🕶 (**~$600**, max **3 per user**) and **Resistance Dog** 🕶 (**~$100**, max **5 per user**) to Premium users only. Still, both sold out in **15 seconds**. 🥹

Should we release 2-3 more gifts on **September 1st** with even tighter buying restrictions? 🤔"
445,2025-08-14T20:01:56Z,durov,"🍬 To celebrate Telegram’s birthday and the summer holiday season, we’re dropping some limited-edition gifts within the next hour: Durov’s Sunglasses, Resistance Dog, Sandcastle, Surfboard and Pink Flamingo 🎁"
444,2025-08-14T10:39:38Z,durov,"1️⃣2️⃣ As Telegram turns 12 today, I want it to keep following my father’s advice — and:

🏆 Lead by example, setting trends for the messaging world.

🚀 Be a positive force, bringing joy to our users.

❤️ Prioritize conscience, staying true to our principles."
443,2025-08-14T10:37:45Z,durov,"👨‍🏫 A month ago, my father — a leading expert in Ancient Roman literature — turned 80. I asked what advice I should pass to the next generation. He gave me 3:

👨‍💻 **1. Lead by example.** People — especially kids — follow what you do, not what you say. Watching my father work tirelessly on numerous books and scientific papers showed me and my brother the meaning of dedication and inspired us to work hard too.

💖 **2. Focus on the positive.** Growing up in post-war Leningrad, my father learned to control emotions to be a positive force for his family, colleagues and society. He taught me to frame thoughts in ways that bring the most good, even in hard times.

🫡 **3. Prioritize conscience.** Studying and translating thinkers from Julius Caesar to Seneca, my father saw that morals outlast talent. Moral compass, unlike intelligence or creativity, is the ultimate human quality that will not lose value even in the age of AI."
442,2025-08-12T20:11:55Z,durov,"🪙 Good week for TON. Verb, a **NASDAQ**-listed company that has chosen **TON** as its primary asset, has successfully raised **$558 million** to begin buying and stockpiling **TON** immediately. 

Meanwhile, **Coinbase Ventures** has also started accumulating **TON**. 

Exciting times ahead! 🚀"
441,2025-08-11T19:14:39Z,durov,"📣 Following my post 20 days ago, users have sent us hundreds of reports about scams and blackmail. 👮‍♂️

⛔️ Based on these reports, this week we’re banning numerous channels for **doxxing and extortion. **🔒

❌ A ban for this reason means we have undeniable evidence that a channel’s admins published defamatory posts, then deleted them in exchange for payment from victims. Some have even been caught selling so-called “protection blocks” — fees victims must pay to avoid being targeted. 💵

❌ Telegram is not a place for doxxing or blackmail. And to those running such channels: don’t waste your time creating clones — we’ll find you. 📡"
440,2025-08-05T17:20:38Z,durov,"🏆 Yesterday marked a **historic milestone**: for the first time, investors [gained access](https://finance.yahoo.com/news/ton-strategy-telegram-linked-online-212256709.html) to a TON-holding company listed on the US stock market (ticker: **VERB**). This company is deploying **$558 million** to accumulate Toncoin — never selling, only buying more over time. 

↗️ **VERB**’s stock more than [doubled](https://finance.yahoo.com/quote/VERB/) on its first trading day, pushing its market cap above **$1 billion** and earning it **unicorn status on day one**. The investor list includes long-time TON supporters like **Kingsway**, **Vy Capital**, and **Ribbit**, alongside many new institutional backers.

🪙 **TON (The Open Network)** is an infinitely scalable blockchain that we helped develop years ago to meet the needs of Telegram’s hundreds of millions of users. Today, TON is the economic backbone of Telegram — much like a national currency powers a country’s economy.

🌎 On Telegram, everything runs on TON: from **payouts **to** creators **and** app developers** to **ad payments**, **mini apps** and **collectibles **like usernames, numbers, and gifts. As a result, TON is now the **#2 blockchain by daily NFT trading volume**, second only to Ethereum.

🧠 It’s no surprise that **Verb Technology** — to be rebranded as **TON Strategy** — has chosen TON as its **primary treasury asset.** It’s mirroring **MicroStrategy’s bitcoin** playbook, which let it grow from **$1B** to **$100B+** in **5 **years. The half a billion $ Verb is investing into TON is just the start."
439,2025-08-01T23:02:34Z,durov,"🍬  My girlfriend is turning 2️⃣5️⃣ today.
💝 She’s collecting pink/violet gifts on the cyberpunk backdrop, so I had to pay 15,000 TON (~$52,500) for a Plush Pepe 🐸

Tap 😎 if you think it was worth it — and 🧊 if you think it wasn’t. 

https://t.me/nft/PlushPepe-858"
438,2025-07-30T13:18:05Z,durov,"🪙 A TON early adopter [bought](https://t.me/TON_Cabal/1954) the @crypto username on Telegram for $350,000 2,5 years ago — and recently received an offer for $25,000,000. Here’s what he said about Telegram usernames:

**“If these can’t be taken away from me, I want them all.”**


💫 When people have direct ownership of their digital assets, magic happens — like this tokenized Telegram handle soaring 70x in value. Telegram users are sovereign owners: no middlemen, no confiscation, all secured by TON smart contracts.

✊ Telegram is the only major social platform that treats users as free people with unalienable rights — including the unbreakable right to own their digital identities and assets."
437,2025-07-21T14:33:23Z,durov,"💡 If you can’t contact me directly due to the paywall, feel free to reach out to our support team at @notoscam to report any blackmailing attempts. Include the hashtag **#blackmail** in your message so it reaches the right team member. 📞

🫡 Unfortunately, I can’t remove the paywall from my account — when I do, I receive thousands of messages per minute, making it impossible to read or respond to anyone. 🛡"
436,2025-07-21T13:57:02Z,durov,"👑 Rare Telegram gifts, numbers, and usernames — once bought for just a few dollars — can now sell for over $100,000. But this surge in value has a dark side. 🤦‍♂️

⚠️ We’re seeing scammers blackmail users, trying to force them into handing over these valuable collectibles. There are also reports of channels extorting money by threatening to leak personal information or sensitive data. Some have even turned this into a business model — publishing damaging posts and charging for their removal. 💰

✋ This is both illegal and immoral, and it won’t fly with us. 🪰

🤙 If you’ve been threatened or blackmailed by scammers or channels, please report it immediately. Send me a private message in this channel with as much proof as possible. We’ll remove these bad actors from our platform and keep Telegram a safe place for everyone. 🪿"
435,2025-07-11T23:05:07Z,durov,"➕ If you’re a student choosing what to focus on, pick MATH. It will teach you to relentlessly rely on your own brain, think logically, break down problems, and solve them step by step in the right order. That’s the core skill you’ll need to build companies and manage projects. 🏢"
434,2025-07-10T18:29:28Z,durov,"↗️ If you want to reach your full potential and maintain clarity of mind, stay away from addictive substances. My success and health are the result of 20+ years of complete abstinence from alcohol, tobacco, coffee, pills, and illegal drugs. Short-term pleasure isn’t worth your future. 🚭

Here’s [what I said](https://t.me/durov/65) about this 7.5 years ago — still true today."
433,2025-07-09T23:17:36Z,durov,"🎁 @SnoopDogg’s digital collectibles drop on Telegram sold out in just 30 minutes today, generating $12M in sales. 🎁

🎁 Nearly 1M unique NFTs, inspired by Snoop’s iconic style, were gone in record time. 

🎁 Blockchain minting and the secondary market go live in 21 days. It’s going to be wild. 🎁"
432,2025-07-04T19:05:49Z,durov,"🗽 The Independence Day gifts sold out within minutes. It took just **45 seconds** for all 15,000 🎁 Crystal Eagles (around $100 each) to be claimed. The 300,000 🎁 Statues of Liberty were gone in under 5 minutes. Lastly, all 500,000 🎁 Liberty Torches sold out in just 10 minutes."
431,2025-06-23T15:40:38Z,durov,"👨‍💻 Telegram’s looking for an Android dev — who’ll earn **$1M / year** after tax. 🧻

🥇 The only way in is to win our coding contest that ends on July 11. The task? Implement the animation from this mockup in our open-source Android app. 🤖 https://t.me/contest/420"
430,2025-06-16T18:21:04Z,durov,"🎙 A week ago, Tucker Carlson published [an interview with me](https://www.youtube.com/watch?v=bxFQvOyTolg) about what happened in France. It was covered by media in many countries — except, interestingly, in France. None of the French newspapers mentioned the interview. 🤐

📰 However, the French media hasn’t lost interest in Telegram. Last week, __Le Monde__, the country’s main newspaper, [invited its readers](https://www.lemonde.fr/pixels/appel-temoignages/2025/06/12/vous-regardez-le-sport-en-particulier-le-football-sur-telegram-ou-par-une-iptv-racontez-nous_6612558_4408996.html) to report whether they watch pirated football matches on Telegram. This attempt to crowdsource a negative story about us appears to be part of a broader strategy. 😐

😑 In just the 7 weeks following my arrest in Paris, __Le Monde__ published 40 negative articles about Telegram. In violation of journalistic ethics, they did not ask us for a comment in 37 of these [40 articles](https://telegra.ph/Telegram-Coverage-by-Le-Monde-06-16) and always ignored the factual corrections we sent them. 🤦‍♂️

📣 Such a media environment is alarming. This is why platforms like Telegram are so important — we enable people to access all points of view and decide for themselves. We believe people are smart and can be trusted with the unfiltered truth. ✉️"
429,2025-06-09T15:37:47Z,durov,"📈 Telegram Collectible Gifts **went up** in price **several times** in the past **30 days **🆙

💚 TON is now the **#1 blockchain** by daily NFT trading volume (or **#2** after Ethereum if off-chain trades are not counted) 🏆

🔗 Sources — [here](https://dune.com/ton_foundation/nft) and [here](https://dune.com/rdmcd/telegram-gifts) 📊"
428,2025-06-05T12:26:21Z,durov,"🆒 In case you missed it — the latest [Telegram update](https://telegram.org/blog/direct-to-channel-trim-voice-and-more) is epic:

— 📥 Direct messages in channels
— 🖼 HD photo sharing
— 🗂 Topic tabs in group chats
— ✂️ Voice message trimming
— 📊 Expanded poll options

We’ve been receiving great feedback from the owners of large channels and groups. And this is just the beginning — direct messages in channels lay the foundation for much more in the weeks ahead 🚀"
427,2025-06-05T11:52:55Z,durov,"🎙✂️ Trimming voice messages — today on Telegram. In a few years, everywhere else with the exact same UI 🥇💅"
426,2025-06-04T13:35:32Z,durov,"Meet **Threaded Chats** — a simple yet powerful way to organize conversations by topic or sender. Already available in large groups (where admins can enable it) and in the brand-new channel inboxes — yes, channels can now receive direct messages from users, and even charge for them if they wish. Enjoy! 😎"
